n,mae,rmse,bias,tir_true,tir_predicted,tir_gap,coverage,coverage80,interval_coverage80,p90_abs_error,p95_abs_error,p99_abs_error,bias_mode
9306780,10.071754635310649,16.021136793659732,-1.1620921043628696,0.8858697637636218,0.9017976142124344,0.01592785044881262,0.7924282082524783,0.7924282082524783,0.7924282082524783,24.421495056152352,34.16345252990722,59.90484695434563,raw
9306780,10.18379129836174,15.978935074094737,-3.9535419370180695e-16,0.8858697637636218,0.8994841395197909,0.013614375756169084,0.7758591048676341,0.7758591048676341,0.7758591048676341,24.399593436871044,33.90326930005607,59.22010348279508,offset-corrected
9306780,10.54715825491347,16.287925058201953,-1.2740587645562256,0.8858697637636218,0.8979757767992796,0.012106013035657837,0.7489676343482923,0.7489676343482923,0.7489676343482923,24.791553598907253,34.3252790832519,60.02938096586861,personalized
9306780,10.594917399192983,16.238405509749263,-0.11196666019335762,0.8858697637636218,0.8958890185434705,0.010019254779848663,0.7410955239083765,0.7410955239083765,0.7410955239083765,24.787776494973954,34.1202323937482,59.31310023786547,personalized+offset-corrected
