warmup_hours,matched_anchor_max_warmup_hours,n,mae,rmse,bias,tir_true,tir_predicted,tir_gap,coverage,coverage80,p90_abs_error,p95_abs_error,p99_abs_error,n_anchors,n_participants
0.0,48.0,983544,9.762126617045805,15.686978342848795,-1.5662511810303417,0.8852933879928097,0.9007965073245325,0.015503119331722881,0.7949791773423457,0.7949791773423457,23.751199340820328,33.437985229492185,59.110975189208915,81962,221
6.0,48.0,983544,9.762126617045805,15.686978342848795,-1.5662511810303417,0.8852933879928097,0.9007965073245325,0.015503119331722881,0.7949791773423457,0.7949791773423457,23.751199340820328,33.437985229492185,59.110975189208915,81962,221
12.0,48.0,983544,9.762126617045805,15.686978342848795,-1.5662511810303417,0.8852933879928097,0.9007965073245325,0.015503119331722881,0.7949791773423457,0.7949791773423457,23.751199340820328,33.437985229492185,59.110975189208915,81962,221
24.0,48.0,983544,9.762126617045805,15.686978342848795,-1.5662511810303417,0.8852933879928097,0.9007965073245325,0.015503119331722881,0.7949791773423457,0.7949791773423457,23.751199340820328,33.437985229492185,59.110975189208915,81962,221
48.0,48.0,983544,9.762126617045805,15.686978342848795,-1.5662511810303417,0.8852933879928097,0.9007965073245325,0.015503119331722881,0.7949791773423457,0.7949791773423457,23.751199340820328,33.437985229492185,59.110975189208915,81962,221
